User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
U05076,34,Male,Mumbai,Apple,iOS,7.4,2.4,222.1,157.0,1.6,3604.0,,0.1,656.0,Education
U05077,20,Male,Jaipur,OnePlus,Android,9.8,24.7,124.9,31.0,0.7,3483.0,3.3,3.6,165.0,Education
U05078,15,Other,Pune,Samsung,Android,1.5,29.2,,51.0,4.1,8734.0,4.7,3.8,,Education
U05079,22,Male,Kolkata,Google Pixel,iOS,8.5,49.3,64.5,168.0,5.1,5325.0,0.9,1.7,1709.0,Gaming
U05080,34,Other,Ahmedabad,Apple,Android,7.7,28.2,140.7,129.0,0.9,8347.0,4.6,0.6,,Social Media
U05081,59,Female,Mumbai,Xiaomi,iOS,1.4,13.6,73.2,171.0,2.5,5189.0,6.5,,1961.0,Education
U05082,52,Other,Ahmedabad,Apple,Android,1.8,8.9,160.6,162.0,,9690.0,6.3,0.4,1817.0,Gaming
U05083,19,Male,Kolkata,Motorola,iOS,7.9,34.3,18.5,110.0,2.2,4842.0,5.3,2.1,,Work
,54,Female,Delhi,Motorola,Android,5.8,,105.6,24.0,0.7,8965.0,1.2,3.0,1300.0,Gaming
U05085,59,Male,Ahmedabad,Realme,Android,11.1,33.6,18.1,,1.3,5577.0,7.9,4.3,1006.0,Education
U05086,53,Female,Lucknow,Samsung,iOS,11.5,13.2,215.4,61.0,4.5,7385.0,2.3,1.7,,Entertainment
U05087,55,Female,Hyderabad,Nokia,Android,4.9,6.8,171.1,43.0,1.6,7354.0,,1.7,853.0,Social Media
U05088,45,Female,Kolkata,Xiaomi,Android,3.7,33.6,98.7,146.0,0.8,2114.0,6.8,4.9,1980.0,Social Media
U05089,46,Other,Ahmedabad,Samsung,Android,5.6,34.9,49.9,88.0,,5739.0,7.7,1.9,1068.0,Education
U05090,53,Male,Hyderabad,Oppo,Android,,42.6,6.6,142.0,2.6,9623.0,6.9,3.1,390.0,Entertainment
U05091,24,Female,Bangalore,Realme,iOS,4.6,44.8,48.8,26.0,6.0,,4.7,0.0,151.0,Gaming
U05092,50,Male,Pune,Samsung,iOS,5.1,19.0,286.6,199.0,1.7,,4.5,0.9,793.0,Work
U05093,60,Female,Lucknow,Xiaomi,iOS,7.4,35.3,20.2,27.0,2.8,9723.0,3.7,1.9,1650.0,Education
U05094,16,Other,Bangalore,Realme,Android,10.6,,296.8,48.0,4.9,,2.4,3.3,1105.0,Entertainment
U05095,24,Male,Chennai,Xiaomi,Android,5.0,38.0,201.9,66.0,2.3,8470.0,2.8,0.9,1007.0,Education
U05096,48,Female,Bangalore,OnePlus,iOS,3.6,47.6,74.8,,5.7,9171.0,2.6,0.2,1798.0,Education
,28,Male,Pune,Xiaomi,Android,,9.6,223.2,185.0,3.8,7357.0,7.5,3.3,1609.0,Work
U05098,22,Female,Mumbai,Vivo,Android,5.8,7.3,253.6,180.0,2.5,5467.0,7.6,3.7,112.0,Social Media
U05099,52,Female,Lucknow,Xiaomi,iOS,3.3,36.5,175.6,198.0,5.9,7984.0,,3.2,476.0,Gaming
U05100,27,Other,Pune,Google Pixel,iOS,2.6,26.9,153.0,94.0,2.5,8218.0,7.7,4.9,791.0,Gaming
U05101,57,Female,Delhi,Realme,Android,9.5,11.9,202.7,140.0,,6232.0,1.8,4.2,441.0,Education
U05102,20,Female,Delhi,Realme,iOS,6.9,50.0,,76.0,4.2,9289.0,6.7,3.0,716.0,Work
U05103,21,Female,Mumbai,Oppo,iOS,3.1,38.5,151.5,153.0,,8163.0,6.5,2.8,897.0,Entertainment
U05104,17,Female,Jaipur,Nokia,Android,9.5,39.6,56.7,,1.7,6167.0,1.4,0.7,1570.0,Social Media
U05105,22,Male,Lucknow,Oppo,iOS,10.9,23.2,244.2,105.0,4.8,2265.0,1.0,1.7,309.0,Education
U05106,46,Female,Delhi,OnePlus,Android,5.9,41.1,168.8,,1.2,7824.0,5.6,2.7,1193.0,Social Media
U05107,37,Female,Chennai,Motorola,iOS,1.5,8.0,296.4,35.0,,9407.0,5.9,0.1,900.0,Work
U05108,48,Female,Bangalore,OnePlus,Android,1.5,33.7,142.6,54.0,0.9,4844.0,3.6,,1989.0,Education
U05109,22,Male,Bangalore,Motorola,Android,8.8,32.3,245.2,73.0,2.1,8829.0,7.5,2.9,1771.0,Work
U05110,22,Male,Hyderabad,Samsung,Android,9.6,16.8,172.1,35.0,5.7,6404.0,3.3,2.2,,Education
U05111,35,Other,Chennai,Oppo,Android,4.8,18.2,156.0,141.0,,4002.0,,4.6,1031.0,Social Media
U05112,50,Male,Hyderabad,Nokia,iOS,8.5,33.1,,,,8729.0,,0.3,176.0,Gaming
,29,Other,Kolkata,Vivo,Android,9.4,42.6,147.7,140.0,3.4,2487.0,4.1,0.7,1429.0,Social Media
U05114,31,Male,Ahmedabad,Nokia,iOS,,29.2,257.1,30.0,3.2,,5.1,2.4,1394.0,Entertainment
U05115,51,Male,Bangalore,Realme,Android,6.9,26.3,,33.0,5.6,5484.0,1.8,3.8,442.0,Entertainment
U05116,33,Female,Delhi,Vivo,iOS,,2.4,7.0,27.0,,,4.5,3.7,1239.0,Education
U05117,36,Female,Bangalore,Google Pixel,iOS,6.6,4.0,15.9,,3.2,432.0,,1.7,1215.0,Education
U05118,26,Female,Jaipur,Samsung,Android,5.5,12.3,66.6,25.0,0.6,1178.0,1.7,,1315.0,Gaming
U05119,39,Male,Pune,Apple,Android,1.5,11.4,291.7,,6.0,3268.0,7.4,0.6,,Social Media
U05120,57,Female,Ahmedabad,Motorola,iOS,3.6,,66.6,28.0,5.3,,,3.2,,Education
U05121,59,Other,Hyderabad,Apple,Android,10.4,22.7,187.1,14.0,0.6,8906.0,1.7,3.7,1209.0,Work
U05122,22,Other,Mumbai,Vivo,iOS,6.9,18.9,,88.0,1.4,6605.0,3.9,4.2,112.0,Education
U05123,34,Other,Ahmedabad,Apple,iOS,5.7,5.8,146.3,172.0,1.9,1897.0,5.6,4.6,,Gaming
U05124,42,Male,Ahmedabad,Vivo,Android,11.7,21.5,94.7,38.0,5.0,2712.0,7.6,3.2,1994.0,Gaming
,53,Female,Mumbai,Xiaomi,Android,1.3,43.5,181.1,179.0,2.8,5283.0,1.5,3.7,1647.0,Work
U05126,33,Female,Ahmedabad,Oppo,iOS,5.5,18.6,165.1,75.0,3.9,4647.0,4.0,,728.0,Work
,21,Female,Lucknow,Realme,iOS,7.2,4.8,52.7,74.0,5.3,4308.0,6.0,3.1,521.0,Entertainment
U05128,27,Female,Lucknow,Oppo,iOS,6.7,46.4,287.5,189.0,5.8,4727.0,6.1,1.5,183.0,Gaming
,42,Female,Jaipur,Vivo,Android,,23.0,101.6,,1.2,3377.0,3.4,2.1,149.0,Gaming
U05130,40,Other,Pune,OnePlus,iOS,5.7,44.3,85.8,92.0,4.1,9084.0,0.7,2.6,908.0,Social Media
U05131,56,Other,Pune,Oppo,iOS,9.6,17.2,297.3,135.0,0.7,4701.0,1.8,0.6,146.0,Entertainment
U05132,22,Female,Pune,Apple,iOS,11.8,8.4,254.5,151.0,1.1,,6.9,,1721.0,Entertainment
U05133,48,Other,Jaipur,Realme,Android,4.3,25.6,157.3,181.0,3.7,9376.0,6.3,2.5,1654.0,Work
U05134,16,Other,Ahmedabad,Xiaomi,Android,11.9,47.0,76.4,125.0,4.7,4510.0,1.6,1.1,1869.0,Education
U05135,39,Male,Jaipur,Motorola,Android,10.3,34.2,92.6,59.0,3.6,,0.5,0.7,1206.0,Education
U05136,34,Male,Jaipur,Samsung,iOS,2.3,48.0,,148.0,3.9,5713.0,0.9,,,Entertainment
U05137,32,Male,Mumbai,OnePlus,iOS,4.2,46.7,,22.0,4.4,4704.0,6.7,0.9,1233.0,Entertainment
U05138,29,Other,Lucknow,Xiaomi,iOS,8.4,1.2,265.1,138.0,5.9,8269.0,1.6,1.3,566.0,Entertainment
U05139,17,Other,Delhi,OnePlus,iOS,5.8,29.6,,73.0,1.7,,2.7,3.3,,Gaming
U05140,41,Female,Ahmedabad,Google Pixel,Android,11.9,1.0,192.9,24.0,0.8,6293.0,4.5,2.1,317.0,Education
U05141,25,Female,Lucknow,Vivo,Android,5.6,10.4,31.9,109.0,3.9,6840.0,,4.3,1221.0,Entertainment
U05142,32,Female,Jaipur,Xiaomi,Android,9.4,27.9,259.3,90.0,5.0,3892.0,6.2,2.6,1567.0,Entertainment
U05143,49,Male,Ahmedabad,Apple,iOS,1.1,23.6,10.4,162.0,5.2,1095.0,4.1,,1874.0,Work
U05144,43,Male,Bangalore,Google Pixel,Android,6.6,10.0,281.5,39.0,2.9,4246.0,6.1,0.2,1430.0,Entertainment
U05145,37,Other,Chennai,OnePlus,Android,9.3,40.8,81.9,42.0,5.7,5957.0,0.8,1.3,1758.0,Social Media
U05146,42,Male,Kolkata,Apple,iOS,7.3,36.3,48.5,56.0,5.4,7005.0,3.2,1.3,849.0,Education
U05147,15,Other,Lucknow,Oppo,Android,3.4,38.4,17.1,130.0,5.7,4867.0,3.5,0.0,,Education
U05148,20,Female,Ahmedabad,Google Pixel,iOS,3.4,27.6,226.2,67.0,,3830.0,6.7,0.9,277.0,Education
U05149,55,Male,Bangalore,Nokia,Android,10.7,32.4,56.8,12.0,3.9,7998.0,3.6,4.3,514.0,Gaming
U05150,15,Male,Delhi,OnePlus,Android,10.6,28.5,285.6,89.0,2.3,1952.0,4.3,2.4,1598.0,Education
U05151,25,Other,Jaipur,Vivo,iOS,11.5,14.6,215.8,24.0,3.5,2445.0,5.3,1.6,710.0,Work
U05152,17,Male,Kolkata,Realme,iOS,11.7,38.6,140.8,150.0,,,4.1,1.3,746.0,Gaming
U05153,30,Other,Pune,Xiaomi,iOS,9.6,39.9,,117.0,5.0,5868.0,7.1,,,Entertainment
U05154,31,Male,Pune,Vivo,Android,2.6,27.0,140.2,47.0,6.0,443.0,2.4,4.0,1343.0,Gaming
U05155,45,Male,Hyderabad,Google Pixel,iOS,2.1,26.9,258.1,126.0,3.7,,6.3,4.3,975.0,Work
U05156,35,Female,Jaipur,Google Pixel,Android,,44.3,32.6,194.0,1.8,3651.0,1.4,4.9,103.0,Education
U05157,15,Other,Ahmedabad,Motorola,Android,2.5,30.1,283.1,39.0,5.1,2729.0,5.0,3.1,893.0,Social Media
U05158,17,Male,Lucknow,Google Pixel,iOS,6.1,45.0,299.9,19.0,3.9,6253.0,1.2,1.6,196.0,Work
U05159,20,Male,Delhi,OnePlus,iOS,,30.9,84.1,132.0,,309.0,7.0,,574.0,Entertainment
U05160,36,Other,Pune,OnePlus,Android,10.5,,109.7,41.0,5.2,1834.0,6.2,0.5,1754.0,Education
U05161,59,Male,Kolkata,Realme,iOS,12.0,39.8,130.4,36.0,5.0,6613.0,5.5,0.4,1171.0,Entertainment
U05162,29,Female,Bangalore,OnePlus,iOS,2.9,8.5,132.1,77.0,4.7,262.0,6.5,0.1,1280.0,Work
,41,Male,Chennai,Samsung,iOS,6.9,36.1,,133.0,,9306.0,4.0,0.3,1390.0,Social Media
U05164,56,Male,Kolkata,OnePlus,Android,2.4,8.5,231.4,11.0,5.7,7006.0,3.9,3.3,1219.0,Social Media
U05165,19,Female,Lucknow,Nokia,iOS,9.2,43.4,184.1,71.0,1.9,1500.0,,3.4,,Education
U05166,35,Other,Pune,Google Pixel,iOS,,38.0,197.8,41.0,5.8,6073.0,2.6,0.3,303.0,Work
U05167,21,Female,Chennai,Realme,iOS,9.9,25.1,263.7,185.0,4.9,4812.0,4.3,4.2,1754.0,Social Media
U05168,39,Other,Delhi,Xiaomi,iOS,8.9,35.8,141.3,102.0,5.1,2822.0,3.6,4.2,879.0,Work
U05169,29,Female,Jaipur,Google Pixel,iOS,11.3,1.6,67.0,10.0,1.6,7958.0,0.6,1.3,,Education
U05170,52,Female,Delhi,Realme,Android,10.9,17.7,81.0,58.0,3.4,5708.0,1.6,2.7,483.0,Gaming
U05171,38,Other,Lucknow,OnePlus,Android,8.0,2.0,78.4,,3.1,2999.0,,1.8,,Work
U05172,60,Female,Chennai,Realme,iOS,,19.8,262.3,166.0,2.9,4200.0,,2.5,696.0,Gaming
U05173,31,Other,Chennai,Vivo,iOS,6.7,19.2,,,4.4,6697.0,5.8,1.1,1900.0,Education
U05174,28,Other,Delhi,Motorola,iOS,7.8,9.4,115.3,96.0,,2748.0,1.9,0.2,374.0,Education
U05175,59,Female,Chennai,Oppo,Android,8.7,22.0,226.4,48.0,2.0,7434.0,6.7,2.2,,Entertainment
,21,Male,Pune,Vivo,iOS,4.7,1.1,,41.0,1.8,8194.0,3.6,4.1,427.0,Social Media
U05177,24,Male,Lucknow,Nokia,iOS,,12.3,179.3,27.0,0.8,1799.0,3.1,,578.0,Work
U05178,40,Female,Chennai,Apple,iOS,,5.4,,18.0,3.8,9572.0,2.6,3.3,1535.0,Work
U05179,54,Female,Pune,Realme,iOS,4.9,4.2,132.2,18.0,3.7,9589.0,5.3,2.9,1113.0,Work
U05180,45,Female,Pune,Vivo,iOS,8.3,26.2,286.1,40.0,3.9,,2.5,,1370.0,Social Media
U05181,50,Other,Mumbai,Google Pixel,iOS,9.0,33.0,28.1,,3.4,367.0,6.8,1.0,1234.0,Education
U05182,21,Female,Pune,Oppo,iOS,3.6,,44.1,20.0,1.7,1294.0,6.8,0.3,1496.0,Social Media
U05183,24,Female,Hyderabad,OnePlus,Android,5.8,32.8,293.6,13.0,2.1,8322.0,,3.7,271.0,Social Media
U05184,54,Other,Jaipur,Vivo,iOS,5.6,25.3,208.1,,2.7,5359.0,7.6,4.1,298.0,Entertainment
U05185,35,Other,Lucknow,Xiaomi,Android,6.0,4.3,218.9,,3.0,7223.0,3.8,2.9,1820.0,Work
U05186,36,Female,Mumbai,OnePlus,Android,7.0,30.3,,36.0,3.8,5788.0,5.6,1.0,1738.0,Social Media
U05187,37,Male,Jaipur,Vivo,iOS,1.1,,155.8,155.0,1.1,4422.0,8.0,0.1,389.0,Work
U05188,28,Male,Kolkata,Google Pixel,iOS,,16.5,262.0,109.0,5.3,7286.0,3.8,0.6,,Social Media
U05189,41,Other,Pune,Xiaomi,iOS,,11.8,130.7,168.0,5.1,3771.0,7.7,0.2,,Gaming
U05190,15,Female,Lucknow,Vivo,iOS,6.5,24.4,88.2,132.0,2.4,3231.0,2.9,0.8,,Entertainment
,52,Other,Lucknow,Oppo,Android,8.2,,216.3,,2.3,8499.0,2.9,4.8,1855.0,Work
,41,Other,Bangalore,Samsung,iOS,,25.8,180.9,162.0,5.8,5170.0,,4.1,1046.0,Education
U05193,48,Female,Hyderabad,Oppo,iOS,,28.2,294.3,,,9278.0,3.9,3.7,1077.0,Entertainment
U05194,30,Male,Ahmedabad,Vivo,iOS,,47.0,71.1,147.0,0.8,7772.0,,3.3,1054.0,Education
,30,Other,Delhi,Motorola,iOS,,13.6,227.7,128.0,2.8,4002.0,2.8,,1836.0,Gaming
,49,Female,Delhi,Nokia,Android,9.3,8.7,6.0,168.0,2.0,7499.0,5.0,4.1,546.0,Social Media
U05197,40,Male,Bangalore,Oppo,Android,9.3,44.0,,112.0,4.6,9340.0,3.8,2.4,1590.0,Entertainment
U05198,18,Male,Chennai,Vivo,Android,11.7,41.9,272.5,49.0,3.2,7636.0,4.0,1.3,1451.0,Work
U05199,16,Female,Mumbai,Apple,iOS,11.0,,148.6,132.0,0.6,2843.0,6.6,2.6,1526.0,Education
U05200,15,Male,Hyderabad,Apple,Android,10.9,40.8,45.5,31.0,3.9,2323.0,4.6,3.2,1474.0,Gaming
U05201,22,Male,Kolkata,OnePlus,Android,4.2,48.7,175.7,140.0,,3860.0,3.4,2.7,591.0,Gaming
U05202,42,Male,Delhi,Oppo,Android,1.0,42.2,137.8,59.0,3.4,5418.0,6.6,,675.0,Education
U05203,45,Male,Lucknow,Motorola,Android,8.8,34.4,217.8,28.0,1.0,6413.0,3.8,,,Gaming
U05204,39,Female,Chennai,Vivo,iOS,10.3,,199.6,22.0,,7105.0,1.2,,290.0,Education
U05205,28,Male,Ahmedabad,Oppo,Android,3.1,4.1,61.7,183.0,5.9,4466.0,2.4,3.7,313.0,Work
U05206,33,Other,Ahmedabad,Oppo,iOS,,,215.1,70.0,5.0,3392.0,,3.7,1262.0,Social Media
U05207,19,Male,Kolkata,OnePlus,iOS,3.8,28.6,133.5,,1.7,,7.9,4.7,656.0,Social Media
U05208,18,Male,Jaipur,Motorola,iOS,6.9,32.2,154.8,34.0,3.8,3330.0,6.3,4.9,939.0,Social Media
U05209,35,Other,Delhi,Oppo,iOS,11.7,24.3,130.9,92.0,4.6,,1.0,,1458.0,Work
U05210,32,Female,Lucknow,Samsung,Android,4.6,,264.3,192.0,3.3,6244.0,2.6,2.2,1190.0,Work
U05211,40,Male,Jaipur,Oppo,Android,7.3,14.2,170.1,54.0,5.7,6062.0,4.6,3.1,1986.0,Entertainment
U05212,56,Other,Delhi,Samsung,iOS,6.3,39.8,281.0,122.0,4.6,4870.0,1.8,2.4,999.0,Social Media
U05213,54,Other,Mumbai,Apple,Android,1.8,28.9,178.8,38.0,1.6,3352.0,2.5,1.8,1919.0,Gaming
U05214,34,Other,Bangalore,Oppo,Android,10.2,5.0,,25.0,2.3,7255.0,3.9,1.2,1309.0,Gaming
U05215,38,Male,Hyderabad,Oppo,Android,,30.0,35.5,30.0,4.4,2990.0,4.6,4.5,1358.0,Entertainment
U05216,21,Other,Lucknow,Vivo,iOS,7.5,39.4,117.6,190.0,1.8,2282.0,7.8,0.7,1785.0,Education
U05217,46,Other,Lucknow,Xiaomi,iOS,5.9,9.2,162.5,118.0,1.2,2740.0,2.8,2.9,1570.0,Work
U05218,45,Male,Pune,Google Pixel,Android,1.8,49.2,8.7,122.0,1.9,6944.0,,3.9,1807.0,Gaming
U05219,39,Female,Jaipur,Motorola,iOS,,10.0,95.3,172.0,1.7,3971.0,6.2,4.1,1565.0,Gaming
U05220,55,Other,Ahmedabad,Vivo,iOS,6.9,17.2,247.1,67.0,1.5,7382.0,,2.7,1364.0,Social Media
U05221,33,Male,Lucknow,OnePlus,iOS,3.1,46.8,277.5,173.0,,395.0,3.1,4.9,1638.0,Gaming
,35,Other,Hyderabad,Vivo,iOS,4.9,11.3,123.5,73.0,5.3,,6.5,4.5,1721.0,Gaming
,36,Other,Bangalore,Google Pixel,Android,8.0,41.5,175.3,56.0,4.5,1327.0,5.5,,1856.0,Gaming
U05224,32,Male,Hyderabad,OnePlus,Android,2.4,9.8,50.2,139.0,1.6,6191.0,7.7,1.8,247.0,Social Media
U05225,25,Female,Ahmedabad,Google Pixel,iOS,11.4,35.3,110.3,88.0,3.8,6172.0,1.1,2.7,1158.0,Entertainment
U05226,24,Other,Lucknow,Oppo,iOS,11.2,43.5,,90.0,4.9,,5.6,1.0,989.0,Social Media
U05227,53,Female,Bangalore,Realme,iOS,,7.8,,180.0,0.8,6504.0,5.5,1.0,1572.0,Work
U05228,22,Male,Hyderabad,Motorola,iOS,2.8,44.1,229.3,115.0,2.4,8301.0,,,1696.0,Social Media
U05229,42,Other,Kolkata,Xiaomi,iOS,9.6,31.5,243.5,38.0,2.1,2656.0,7.0,2.3,454.0,Work
U05230,28,Male,Chennai,Nokia,iOS,2.3,2.2,186.5,181.0,1.5,4268.0,5.7,,265.0,Social Media
U05231,30,Female,Ahmedabad,Google Pixel,iOS,3.7,4.4,221.3,173.0,1.9,8779.0,3.4,,1820.0,Social Media
U05232,38,Male,Delhi,OnePlus,Android,9.0,29.8,102.4,138.0,2.0,4695.0,6.8,1.8,1052.0,Social Media
U05233,45,Female,Hyderabad,Apple,iOS,8.1,8.6,84.2,54.0,4.8,7252.0,1.0,2.5,921.0,Social Media
U05234,43,Other,Bangalore,Apple,Android,11.1,42.4,282.2,117.0,,6494.0,6.7,4.3,609.0,Education
U05235,54,Female,Pune,Google Pixel,iOS,8.0,19.3,,161.0,2.0,5776.0,4.3,4.2,1132.0,Work
U05236,27,Male,Ahmedabad,Samsung,Android,11.1,4.7,24.3,,1.0,4021.0,5.6,3.8,1376.0,Social Media
U05237,18,Male,Kolkata,Xiaomi,Android,4.4,35.1,289.4,,5.9,8804.0,1.6,1.5,778.0,Work
,48,Other,Kolkata,Nokia,Android,4.2,,262.0,154.0,1.6,3866.0,6.5,4.4,1968.0,Social Media
U05239,28,Female,Lucknow,Nokia,Android,6.0,45.4,78.7,199.0,2.9,,2.8,,1472.0,Social Media
U05240,43,Male,Kolkata,Google Pixel,Android,,5.2,119.1,111.0,2.0,518.0,,1.1,371.0,Education
U05241,18,Other,Bangalore,Motorola,Android,8.6,39.0,5.2,119.0,,4792.0,5.4,0.9,1628.0,Education
U05242,55,Male,Mumbai,Samsung,Android,10.0,14.2,137.3,174.0,,763.0,2.0,2.5,673.0,Work
U05243,50,Female,Mumbai,Apple,iOS,4.3,1.2,,91.0,5.3,137.0,1.9,3.9,506.0,Social Media
U05244,25,Other,Kolkata,Oppo,iOS,,,133.5,33.0,3.5,6876.0,3.8,1.7,133.0,Social Media
U05245,40,Male,Bangalore,Nokia,Android,10.9,3.2,50.9,19.0,1.6,7122.0,5.4,4.9,1903.0,Education
U05246,57,Female,Mumbai,Motorola,iOS,9.9,40.2,66.7,172.0,3.8,8135.0,3.9,2.0,483.0,Education
U05247,54,Male,Delhi,Realme,iOS,6.9,36.2,222.8,27.0,3.1,,1.2,3.6,,Work
U05248,24,Female,Kolkata,Apple,Android,3.8,39.5,231.2,165.0,4.1,7540.0,0.6,1.8,303.0,Entertainment
U05249,20,Other,Kolkata,Oppo,iOS,1.0,31.5,54.5,57.0,1.1,,4.1,3.2,108.0,Education
U05250,28,Female,Jaipur,Vivo,iOS,9.6,39.3,217.1,,2.8,2006.0,5.0,0.5,,Work
U05251,54,Other,Chennai,OnePlus,Android,4.4,39.8,98.7,169.0,,9720.0,4.6,0.0,1157.0,Entertainment
U05252,31,Male,Bangalore,Samsung,iOS,3.3,45.2,158.2,24.0,1.2,1065.0,2.1,3.8,1225.0,Education
U05253,36,Other,Chennai,Samsung,iOS,4.7,17.3,40.3,,1.2,,7.0,2.4,994.0,Work
U05254,60,Other,Bangalore,Nokia,Android,9.3,10.8,170.6,90.0,3.3,5839.0,3.5,,,Work
U05255,44,Other,Mumbai,Motorola,Android,4.5,,61.1,199.0,5.0,784.0,4.3,2.7,1205.0,Work
U05256,18,Male,Hyderabad,Xiaomi,Android,9.0,40.9,196.5,,,4276.0,4.0,,1972.0,Work
U05257,21,Male,Pune,Google Pixel,Android,7.3,,265.4,180.0,5.6,4774.0,,4.3,1077.0,Gaming
U05258,43,Female,Kolkata,Apple,iOS,3.5,15.4,122.6,19.0,4.5,4623.0,4.8,2.2,1852.0,Education
U05259,34,Other,Chennai,OnePlus,iOS,1.6,14.4,229.0,175.0,2.7,359.0,5.2,1.0,302.0,Entertainment
U05260,29,Female,Jaipur,Nokia,Android,4.5,7.5,284.0,48.0,2.8,1756.0,4.3,2.0,125.0,Work
U05261,29,Female,Delhi,Google Pixel,iOS,3.1,46.4,22.3,67.0,4.3,9228.0,,0.7,,Entertainment
U05262,30,Female,Delhi,Oppo,Android,10.1,47.6,261.2,,,1538.0,7.9,3.5,147.0,Social Media
U05263,44,Female,Hyderabad,Samsung,Android,6.3,21.5,221.1,110.0,,1711.0,3.5,2.3,1532.0,Education
U05264,47,Female,Bangalore,Xiaomi,Android,,41.0,26.5,108.0,1.6,4617.0,1.5,2.8,540.0,Education
U05265,46,Other,Pune,Samsung,Android,8.9,14.9,246.2,34.0,4.1,8936.0,2.7,0.4,953.0,Work
,31,Female,Lucknow,Oppo,Android,3.8,22.0,266.1,108.0,3.2,8498.0,3.0,3.0,880.0,Entertainment
U05267,51,Female,Hyderabad,Samsung,iOS,,36.4,65.2,85.0,4.9,9191.0,2.3,1.7,1010.0,Entertainment
U05268,30,Other,Mumbai,Vivo,iOS,,6.9,113.8,,,9811.0,6.8,0.4,806.0,Education
,55,Female,Pune,Samsung,iOS,6.8,39.8,168.6,102.0,3.9,5145.0,7.3,3.6,545.0,Education
U05270,55,Male,Jaipur,Xiaomi,iOS,5.4,36.3,176.2,73.0,4.7,9325.0,4.2,4.9,1251.0,Education
U05271,16,Other,Mumbai,Samsung,Android,4.2,44.3,218.2,45.0,2.5,6231.0,5.6,,1495.0,Social Media
U05272,55,Female,Bangalore,Apple,Android,1.6,49.1,179.1,15.0,3.6,9552.0,6.2,4.9,,Social Media
U05273,46,Female,Hyderabad,Xiaomi,Android,8.5,27.6,45.4,65.0,4.9,8146.0,,3.4,1231.0,Social Media
U05274,46,Female,Chennai,OnePlus,Android,1.6,,231.6,95.0,,987.0,6.2,2.9,691.0,Work
,41,Female,Ahmedabad,Nokia,iOS,3.2,25.0,,57.0,3.0,4345.0,7.9,,1312.0,Social Media
U05276,35,Female,Hyderabad,Nokia,iOS,9.9,46.3,93.3,122.0,1.4,3471.0,2.0,1.3,784.0,Social Media
U05277,38,Female,Mumbai,Samsung,Android,3.0,28.7,179.0,190.0,1.4,2410.0,,1.5,1395.0,Social Media
U05278,56,Other,Jaipur,Oppo,iOS,3.9,45.3,273.7,200.0,4.9,9619.0,2.5,0.6,1829.0,Education
U05279,20,Female,Ahmedabad,Xiaomi,Android,7.7,43.5,244.8,46.0,5.4,1726.0,7.0,3.9,1872.0,Social Media
U05280,46,Male,Jaipur,Realme,Android,10.0,48.6,229.5,78.0,5.6,3977.0,7.5,2.6,,Gaming
U05281,48,Male,Mumbai,Samsung,iOS,11.2,30.8,212.2,115.0,4.4,3070.0,1.0,1.1,284.0,Education
U05282,36,Female,Lucknow,Nokia,iOS,6.9,6.4,111.3,31.0,3.7,6872.0,4.7,,1371.0,Work
U05283,45,Other,Ahmedabad,Vivo,iOS,10.7,28.9,139.9,127.0,5.8,1054.0,1.5,4.3,1429.0,Social Media
U05284,41,Female,Lucknow,Samsung,Android,10.0,,40.2,,3.9,5687.0,7.8,1.4,,Social Media
,50,Female,Pune,Google Pixel,Android,5.8,,64.7,123.0,,6461.0,4.5,1.5,,Social Media
U05286,46,Male,Ahmedabad,Apple,Android,2.4,30.8,147.3,,2.3,5605.0,7.3,0.8,865.0,Gaming
,22,Female,Kolkata,Nokia,Android,6.5,,39.9,175.0,3.5,,2.2,4.0,186.0,Entertainment
U05288,18,Male,Kolkata,Samsung,Android,1.1,37.7,208.2,52.0,2.6,6579.0,1.5,4.9,942.0,Education
U05289,52,Male,Delhi,Google Pixel,Android,11.0,31.9,142.6,138.0,4.3,7594.0,1.7,,393.0,Work
U05290,38,Other,Delhi,Xiaomi,iOS,11.0,32.7,237.5,,1.3,7240.0,,3.1,777.0,Education
U05291,56,Female,Mumbai,Oppo,iOS,,43.2,,154.0,2.7,1324.0,,1.0,118.0,Work
,22,Female,Jaipur,Realme,Android,6.0,27.6,207.1,194.0,1.5,2240.0,3.7,2.0,975.0,Work
U05293,17,Male,Kolkata,Samsung,iOS,9.0,38.9,158.3,179.0,1.1,4241.0,7.1,1.9,617.0,Gaming
U05294,29,Female,Jaipur,Xiaomi,Android,,11.7,184.8,126.0,3.9,9610.0,0.5,1.4,533.0,Gaming
U05295,47,Other,Ahmedabad,Realme,Android,9.7,9.9,90.2,71.0,2.5,9310.0,4.8,4.0,,Social Media
U05296,44,Female,Hyderabad,OnePlus,iOS,6.0,47.9,260.9,10.0,2.4,,1.4,2.9,1125.0,Work
U05297,43,Female,Kolkata,Samsung,iOS,1.6,18.5,135.0,148.0,2.8,2883.0,6.6,1.8,1792.0,Education
U05298,20,Female,Lucknow,Samsung,iOS,5.2,14.5,,134.0,3.4,6256.0,,4.1,1413.0,Social Media
